paper_id	doi	arxiv_id	year	title	venue	domain	user_group	task	model	data_modality	explanation_techniques	interaction_design	evaluation_design	n_participants	participant_type	metrics_trust	metrics_reliance	metrics_understanding	metrics_performance
doi:10.1186/s41239-023-00436-z	10.1186/s41239-023-00436-z		2024	A meta systematic review of artificial intelligence in higher education: a call for increased ethics, collaboration, and rigour	International Journal of Educational Technology in Higher Education	AI in higher education (meta-review)		review-of-reviews synthesizing secondary literature on AI in higher education					meta systematic review						
doi:10.7759/cureus.57728	10.7759/cureus.57728		2024	AI-Driven Clinical Decision Support Systems: An Ongoing Pursuit of Potential	Cureus	AI clinical decision support systems (CDSS)		narrative review of AI-driven CDSS applications and challenges (incl. interpretability, bias)					narrative review						
doi:10.2196/40238	10.2196/40238		2022	Artificial Intelligence Applications in Health Care Practice: Scoping Review	JMIR Medical Informatics	AI implementation in healthcare practice		scoping review characterizing research on implementation of AI systems in healthcare practice	various AI systems (incl. ML/DL; decision support)				scoping review						
doi:10.2196/51580	10.2196/51580		2023	Evaluation of the Performance of Generative AI Large Language Models ChatGPT, Google Bard, and Microsoft Bing Chat in Supporting Evidence-Based Dentistry: Comparative Mixed Methods Study	Journal of Medical Internet Research	clinical LLM evaluation / evidence-based dentistry		compare answers from ChatGPT-3.5, ChatGPT-4, Google Bard, and Bing Chat to dentistry clinical questions vs evidence	ChatGPT-3.5; ChatGPT-4; Google Bard; Bing Chat	text QA (open clinical questions)			mixed-methods evaluation with expert rubric grading + qualitative assessment	2 expert evaluators; 20 clinical dentistry questions	domain experts (dentistry faculty)				
doi:10.1007/s11633-022-1369-5	10.1007/s11633-022-1369-5		2023	VLP: A Survey on Vision-language Pre-training	Machine Intelligence Research	vision-language pretraining (multimodal transformers)		survey of vision-language pre-training methods, objectives, datasets, and downstream tasks	vision-language pretraining models (transformer-based)	image-text; video-text			survey						
doi:10.1038/s41562-023-01538-4	10.1038/s41562-023-01538-4		2023	Negativity drives online news consumption	Nature Human Behaviour	online media / computational social science		randomized experiments to estimate effect of negative vs positive headline words on click-through		news headlines; click-through logs			randomized controlled trials (A/B headline experiments; N=22,743)						
doi:10.1007/s10462-022-10306-1	10.1007/s10462-022-10306-1		2023	Deep learning in drug discovery: an integrative review and future challenges	Artificial Intelligence Review	drug discovery / deep learning		systematic literature review of deep learning methods for drug discovery tasks					systematic literature review						
doi:10.1007/s10796-022-10279-0	10.1007/s10796-022-10279-0		2023	Artificial Intelligence and Blockchain Integration in Business: Trends from a Bibliometric-Content Analysis	Information Systems Frontiers	AI + blockchain / business applications		bibliometric + content analysis of AI+blockchain integration literature					bibliometric analysis; content analysis						
doi:10.1038/s42254-022-00518-3	10.1038/s42254-022-00518-3		2022	On scientific understanding with artificial intelligence	Nature Reviews Physics	philosophy/science studies of AI		perspective on what it means for AI to contribute to scientific understanding					perspective						
doi:10.1038/s41562-022-01450-3	10.1038/s41562-022-01450-3		2022	Life expectancy changes since COVID-19	Nature Human Behaviour	demography / public health		estimate life expectancy changes across countries since COVID-19; decompose by age group					observational population-level analysis						
doi:10.2196/42719	10.2196/42719		2023	Barriers to and Facilitators of Digital Health Among Culturally and Linguistically Diverse Populations: Qualitative Systematic Review	Journal of Medical Internet Research	digital health / health equity		qualitative systematic review of barriers/facilitators of digital health use among culturally and linguistically diverse populations					qualitative systematic review						
doi:10.2196/55318	10.2196/55318		2024	An Empirical Evaluation of Prompting Strategies for Large Language Models in Zero-Shot Clinical Natural Language Processing: Algorithm Development and Validation Study	JMIR Medical Informatics	clinical NLP / prompting strategies for LLMs		evaluate prompting strategies for zero-shot clinical NLP tasks with LLMs	large language models (prompted; zero-shot clinical NLP)	clinical text / NLP tasks			empirical evaluation (algorithm development + validation)						
doi:10.1038/s43856-022-00199-0	10.1038/s43856-022-00199-0		2022	Artificial intelligence and machine learning in cancer imaging	Communications Medicine	medical imaging / oncology		review of AI/ML developments, challenges, and opportunities in cancer imaging					review article						
doi:10.1186/s40561-023-00227-z	10.1186/s40561-023-00227-z		2023	Gamification of e-learning in higher education: a systematic literature review	Smart Learning Environments	higher education / e-learning gamification		systematic literature review of gamification elements and design approaches for e-learning in higher education					systematic literature review						
doi:10.3389/frai.2023.1227091	10.3389/frai.2023.1227091		2023	Artificial intelligence in clinical medicine: catalyzing a sustainable global healthcare paradigm	Frontiers in Artificial Intelligence	clinical AI overview		review of AI applications in clinical medicine and broader challenges (bias, ethics, integration)					review						
doi:10.1136/bmj-2022-070904	10.1136/bmj-2022-070904		2022	Reporting guideline for the early stage clinical evaluation of decision support systems driven by artificial intelligence: DECIDE-AI	BMJ	clinical AI reporting guideline / evaluation		develop consensus reporting guideline for early-stage, live clinical evaluation of AI decision support systems					consensus reporting guideline						
doi:10.2196/48808	10.2196/48808		2023	ChatGPT-Generated Differential Diagnosis Lists for Complex Case–Derived Clinical Vignettes: Diagnostic Accuracy Evaluation	JMIR Medical Informatics	clinical LLM evaluation / differential diagnosis		compare ChatGPT-3.5 and ChatGPT-4 differential diagnosis lists vs physicians on complex GIM case vignettes	ChatGPT-3.5; ChatGPT-4	clinical vignettes (case report-derived)			diagnostic accuracy evaluation (52 case vignettes; compare vs physician lists)	52 case vignettes; 3 physicians (comparison group)	physicians				
doi:10.2196/44030	10.2196/44030		2023	Quality, Usability, and Effectiveness of mHealth Apps and the Role of Artificial Intelligence: Current Scenario and Challenges	Journal of Medical Internet Research	mHealth apps / AI		viewpoint on quality, usability, effectiveness of mHealth apps and role/challenges of AI					viewpoint / narrative review						
doi:10.1136/bmj-2022-072691	10.1136/bmj-2022-072691		2023	Association between healthy lifestyle and memory decline in older adults: 10 year, population based, prospective cohort study	BMJ	public health / aging		prospective cohort study associating lifestyle factors with memory decline over 10 years					prospective cohort study						
doi:10.3389/fcomp.2023.1096257	10.3389/fcomp.2023.1096257		2023	Measures for explainable AI: Explanation goodness, user satisfaction, mental models, curiosity, trust, and human-AI performance	Frontiers in Computer Science	XAI evaluation / human factors metrics		review and consolidate measurement methods for explanation goodness, satisfaction, mental models, curiosity, trust/reliance, and performance in XAI					review (measurement methods)						
doi:10.1038/s41746-023-00899-4	10.1038/s41746-023-00899-4		2023	Barriers and facilitators to utilizing digital health technologies by healthcare professionals	npj Digital Medicine	digital health adoption (healthcare professionals)		umbrella review of systematic reviews on barriers/facilitators for digital health technology adoption by healthcare professionals					umbrella review (systematic review of reviews; evidence appraisal)						
doi:10.2196/50373	10.2196/50373		2023	AI-Enabled Medical Education: Threads of Change, Promising Futures, and Risky Realities Across Four Potential Future Worlds	JMIR Medical Education	medical education / generative AI		scenario-based strategic planning of AI-enabled medical education futures using GPT-4	GPT-4 (scenario generation support)	scenario narratives			viewpoint (scenario planning)						
doi:10.1038/s41398-023-02592-2	10.1038/s41398-023-02592-2		2023	Natural language processing for mental health interventions: a systematic review and research framework	Translational Psychiatry	mental health interventions / NLP		systematic review of NLP for mental health interventions + research framework (NLPxMHI)	various NLP models (incl. LLMs in recent work)	therapy and intervention conversations (text/audio) from digital platforms			systematic review (PRISMA; preregistered)						
doi:10.1007/s11633-022-1410-8	10.1007/s11633-022-1410-8		2023	Large-scale Multi-modal Pre-trained Models: A Comprehensive Survey	Machine Intelligence Research	multimodal pretraining / large models		survey of large-scale multimodal pre-trained models (data, objectives, architectures, downstream tasks)	multimodal pre-trained big models (MM-PTMs; incl. GPT, ViT etc in background)	multimodal (image-text; audio; video; tables etc)			survey						
doi:10.2196/47621	10.2196/47621		2023	The Potential of ChatGPT as a Self-Diagnostic Tool in Common Orthopedic Diseases: Exploratory Study	Journal of Medical Internet Research	clinical LLM evaluation / self-diagnosis		evaluate ChatGPT accuracy, precision, and recommendation strength for five orthopedic diseases	ChatGPT (GPT-3.5)	symptom prompts / diagnostic questions			exploratory evaluation (5 conditions; repeated over 5 days; agreement metrics)	125 ChatGPT answers (5 conditions x 5 days x 5 raters) (reported); 5 study authors submitting prompts	clinicians / researchers (authors)				
